index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
4374;8189;6878539;-103.338.242.957.772;-383.667.744.786.613;USF MARIA ARISTIDES;POVOADO LAGOA DO BADICO;S/N;ZONA RURAL;(75)32921020;48455000.0;BA;Novo Triunfo;2016;5;-103.219.147;-38.403.581;Rod. Novo Triunfo-Lagoa do Badico, Novo Triunfo - BA, 48455-000, Brazil
4375;8024;2520079;-126.057.132.519.817;-389.687.185.313.515;UNIDADE DE SAUDE DA FAMILIA JOSE AUGUSTO ALMEIDA ALVES;AV EDVALDO FRANCISCO DE SANTANA;S/N;SALVA VIDAS;7534384087;44360000.0;BA;São Félix;2016;5;-126.052.008;-389.727.993;São Félix, BA, 44360-000, Brazil
4378;8099;5046009;-278.087.139.129.631;-428.390.622.138.965;UNIDADE BASICA DE SAUDE CIDADE NOVA;RUA PRINCIPAL;S/N;CIDADE NOVA;;65590000.0;MA;Barreirinhas;2016;5;-2.756.409;-428.272.919;Av. Rodoviária, Barreirinhas - MA, 65590-000, Brazil
4382;8123;2720183;-8.972.760.000.000.000;-3.592.771;UNIDADE DE SAUDE DA FAMILIA DR DOUGLAS LINS DE ARAUJO;CENTRO;S/N;CENTRO;(82) 2031217;57890000.0;AL;Ibateguara;2016;5;-89.734.494;-359.309.471;Ibateguara - State of Alagoas, Brazil
4384;8335;2529688;-715.005.040.168.741;-457.129.955.291.735;UNIDADE BASICA DE SAUDE SAO LUIS GONZAGA;VALE VERDE;S/N;POVOADO;-98;65840000.0;MA;São Raimundo das Mangabeiras;2016;5;-71.589.394;-4.571.237.470.000.000;Vale Verde, São Raimundo das Mangabeiras - MA, 65840-000, Brazil
4387;8127;2372924;-456.706.647;-37.772.752.598.911.200;UNIDADE BASICA DE SAUDE NOSSA SENHORA DE FATIMA;RUA GUSTAVO PEREIRA DO NASCIMENTO;S/N;N SRA DE FATIMA;4211428;62800000.0;CE;Aracati;2016;5;-4.556.194.899.999.990;-37.770.185;R. Gustavo Pereira Nascimento - Nossa Sra. de Fatima, Aracati - CE, 62800-000, Brazil
4392;8316;2802228;-156.639.544.195.388;-389.498.940.110.207;UNIDADE DE SAUDE DA FAMILIA DR SOCRATES REZENDE;AV LOURIVAL A DO VALE;215;SOCRATES REZENDE;(73) 3284 1561;45860000.0;BA;Canavieiras;2016;5;-156.638.313;-38.949.901;Av. Lourival do Valê, 215, Canavieiras - BA, 45860-000, Brazil
4396;8001;7064632;-611.913.978.951.295;-378.126.668.930.054;UNIDADE BASICA DE SAUDE AMARO BANDEIRA DE ARAUJO;RUA AGOSTINHO FONSECA;S/N;CENTRO;(84) 3396 - 0235;59805000.0;RN;Lucrécia;2016;5;-61.010.735;-378.244.262;Lucrécia, State of Rio Grande do Norte, 59805-000, Brazil
4398;8136;2456117;-551.153.182.983.382;-474.613.451.957.689;UBS VILA LOBAO;RUA ANTONIO DE MIRANDA;S/N;VILA REDENCAO;;65910030.0;MA;Imperatriz;2016;5;-55.182.018;-474.718.625;R. Antônio de Miranda, Imperatriz - MA, 65907-230, Brazil
4401;8323;175;-829.317;-3.503.458;USF SUAPE;RUA JOSE MIGUEL DE SANTANA;14;SUAPE;(81)35127000;54505000.0;PE;Cabo de Santo Agostinho;2016;5;-83.542.277;-349.551.212;R. José Miguel de Santana, 14 - Lot. Aguas Compridas, Cabo de Santo Agostinho - PE, 54505-970, Brazil
4403;8344;2526840;-38.484.914.352.165.400;-409.071.439.279.714;UNIDADE BASICA DE SAUDE DA FAMILIA DE JABURUNA;DISTRITO DE JABURUNA;S/N;JABURUNA;0;62350000.0;CE;Ubajara;2016;5;-3.889.777.799.999.990;-409.713.073;Jaburuna, Ubajara - CE, 62350-000, Brazil
4404;8383;2473933;-551.623.106.002.792;-363.760.757.446.278;UNIDADE BASICA BARRAGEM;AVENIDA JOAQUIM INACIO CAMARA;S/N;SAO FRANCISCO;;59530000.0;RN;Pedro Avelino;2016;5;-55.186.134;-363.784.494;Av. Joaquim Inacio Camara, Pedro Avelino - RN, 59530-000, Brazil
4405;8214;2711354;-881.413.799.010.684;-351.990.859.873.173;CASA DE PARTO DR HENRIQUE VILA NOVA PS VILA CARIMA;VILA CARIMA;S/N;ZONA RURAL;;55560000.0;PE;Barreiros;2016;5;-88.365.277;-353.386.841;Carimã, Barreiros - PE, 55560-000, Brazil
4408;8317;2322307;-8.012.144.565.582.040;-370.984.911.918.629;USF 11;SITIO CACIMBA DE CIMA;S/N;ZONA RURAL;;58500000.0;PB;Monteiro;2016;5;-7.533.332.999.999.990;-36.333.333;Cacimba de Cima, Cabaceiras - PB, 58480-000, Brazil
4415;8306;2366495;-652.843.236.923.199;-425.098.586.082.446;PS CHAPADINHA;CHAPADINHA;S/N;ZONA RURAL;;64480000.0;PI;Arraial;2016;5;-4.966.667;-42.85;Chapadinha, Teresina - PI, Brazil
4416;8055;2564467;-730.717.212.691.267;-393.023.163.692.257;POSTO DE SAUDE CENTRAL;AVENIDA COSTA CAVALCANTE;S/N;CENTRO;(88)3532 1275;63180000.0;CE;Barbalha;2016;5;-7.308.471.900.000.000;-392.998.092;Av. Costa Cavalcante - Centro, Barbalha - CE, 63180-000, Brazil
4417;8044;6226299;-437.039.380.697.671;-388.094.409.691.659;POSTO DE SAUDE DE BULANDEIRA;BULANDEIRA 1;12;BULANDEIRA;85-33375517;62750000.0;CE;Aracoiaba;2016;5;-72.924.157;-393.180.297;Bulandeira, Barbalha - CE, 63180-000, Brazil
4418;8274;4028465;-127.315.127.849.575;-38.635.718.822.478.100;CENTRO DE SAUDE DE MARIA GUARDA;ILHA DE MARIA GUARDA;1;ILHA;(71) 3604-1644;42600000.0;BA;Madre de Deus;2016;5;-127.314.016;-386.357.728;Unnamed Road, Me. de Deus, Me. de Deus - BA, 42600-000, Brazil
4422;8311;2482460;-38.183.927.536.009.500;-384.510.755.538.929;UAPS GALBA ARAUJO 6;AV RECREIO;S/N;LAGOA REDONDA;;60831600.0;CE;Fortaleza;2016;5;-38.125.945;-384.495.068;Av. Recreio - Lagoa Redonda, Fortaleza - CE, Brazil
4423;8359;5522536;-127.985.588.166.735;-403.555.115.933.418;UNIDADE BASICA DE SAUDE DA FAMILIA DE JOAO AMARO II;JOSE ANTONIO DE QUEIROZ;69;JOAO AMARO;(75) 3341-2186;46860000.0;BA;Iaçu;2016;5;-127.978.597;-403.547.023;R. José Antônio de Queirós, 69, Iaçu - BA, 46860-000, Brazil
4426;8232;2588862;-519.106.149.673.447;-427.580.380.439.746;UNIDADE BASICA DE SAUDE MARIA DE JESUS CARVALHO PORTO ALEGRE;RUA MANOEL VICTOR CORDEIRO RUA PORTO ALEGRE;S/N;CONJUNTO PORTO ALEGR;(86) 32159197;64039695.0;PI;Teresina;2016;5;-300.346.471;-512.176.584;Porto Alegre, RS, Brazil
4427;8329;2321971;-7.310.763.081.857.900;-385.164.953.050.679;UBSF II VIANA;DISTRITO DE VIANA;S/N;DISTRITO DE VIANA;(83)34905033;58960000.0;PB;Bonito de Santa Fé;2016;5;-72.563.961;-384.199.012;Viana, Bonito de Santa Fé - PB, 58960-000, Brazil
4428;8187;2637847;-7.827.179.431.915.050;-349.051.308.631.887;USF BEIRA MAR I;RUA EUDES FRANCISCO DA SILVA;114;CENTRO;(81)35431772;53610000.0;PE;Igarassu;2016;5;-78.243.449;-349.078.534;R. Eudes Francisco da Silva, 114 - Centro, Igarassu - PE, 53610-415, Brazil
4430;8140;6993508;-409.371.614.456.165;-384.908.151.626.576;UNIDADE BASICA DE SAUDE DO MANGUEIRAL;RUA ANTONIO CESARIO;200;MANGUEIRAL;853336050;62880546.0;CE;Horizonte;2016;5;-40.936.724;-384.909.399;R. Antônio Cesário, 200 - Mangueiral, Horizonte - CE, 62880-000, Brazil
4431;8280;3345912;-1.260.419;-389.626;USF ARISTIDES NOVIS;RUA MARTINS GOMES;S/N;CENTRO;7534251207;44300000.0;BA;Cachoeira;2016;5;-125.680.227;-38.972.398;R. Manoel Martins Gomes, Cachoeira - BA, 44300-000, Brazil
4432;8313;4020308;-101.070.867.701.112;-366.534.169.311.524;POSTO DE SAUDE DE TAPERA;POVOADO TAPERA;S/N;ZONA RURAL;( );57280000.0;AL;Igreja Nova;2016;5;-102.085.645;-3.662.232.600.000.000;Unnamed Rd,, Igreja Nova - AL, 57280-000, Brazil
4438;8190;6816150;-11.498.962.848.692.300;-39.538.223.449.707.100;UNIDADE DE SAUDE DA FAMILIA OURO VERDE;RUA JUVENAL CARNEIRO;S/N;ZONA RURAL;;48895000.0;BA;São Domingos;2016;5;-114.647.209;-395.275.967;São Domingos, BA, 48895-000, Brazil
4441;8138;2611287;-417.467.594.146.716;-40.096.342.563.628;UNIDADE BASICA DE SAUDE DE LOGRADOUROS;DITRITO DE LOGRADOUROS;S/N;ZONA RURAL;;62280000.0;CE;Santa Quitéria;2016;5;-43.253.636;-401.526.661;Santa Quitéria, State of Ceará, 62280-000, Brazil
4442;8225;5149568;-107.387.816.905.972;-389.810.585.975.636;UNIDADE DE SAUDE DA FAMILIA DE MACETE;POVOADO MACETE;S/N;MECETE;;48830000.0;BA;Quijingue;2016;5;-10.770.341;-39.112.553;Povoado Macete , S/N Centro, Quijingue - BA, 48830-000, Brazil
4444;8346;2459035;-20.740.771.293.639.400;-445.452.046.394.335;U B SAUDE DE GENIPAUBA PSFSB;POVOADO DE GENIPAUBA;S/N;CENTRO;;65255000.0;MA;Guimarães;2016;5;-21.327.489;-446.021.964;Guimarães, MA, 65255-000, Brazil
4447;8271;2325667;-850.058.555.603.003;-44.569.430.351.255.900;PS SAO FRANCISCO PSF;POVOADO SAO FRANCISCO;S/N;ZONA RURAL;35681245;64925000.0;PI;Palmeira do Piauí;2016;5;-8.731.173.499.999.990;-442.470.135;Palmeira do Piauí, PI, 64925-000, Brazil
4448;8269;4028988;-11.969.336.271.285.600;-409.724.164.009.082;USF DE DUAS BARRAS;DUAS BARRAS DO MORRO;S/N;DUAS BARRAS;;44850000.0;BA;Morro do Chapéu;2016;5;-1.196.597;-40.975.596;Duas Barras , Sn - Centro, Morro do Chapéu - BA, 44850-970, Brazil
4449;8249;2304996;-11.449.645.864.775.900;-414.371.632.791.237;UNIDADE DE SAUDE DA FAMILIA DE BELO CAMPO;PRACA DO COMERCIO;S/N;POVOADO;;44910000.0;BA;América Dourada;2016;5;-114.537.072;-414.370.659;América Dourada, State of Bahia, 44910-000, Brazil
4450;8176;752;-808.758.974.075.294;-34.889.702.796.935;US 119 CS PROF JOSE CARNEIRO LEAO;RUA MARQUES DE ALEGRETE;S/N;PINA;(81) 33554428;51110380.0;PE;Recife;2016;5;-80.866.314;-348.902.223;R. Marquês de Alegrete - Pina, Recife - PE, 51110-380, Brazil
4451;8017;2356392;-882.788.502.205.398;-360.119.895.299.569;UNIDADE DE SAUDE DA FAMILIA VILA CRUZEIRO;RUA ANTONIO SIMOES;S/N;ZONA RURAL;;55415000.0;PE;Quipapá;2016;5;-8.812.173;-3.601.399.019.999.990;Quipapá, PE, 55415-000, Brazil
4453;8400;6798497;-503.964.687.906.943;-445.782.279.968.262;UNIDADE BASICA DE SAUDE SAO JOSE;RUA PIAUI;S/N;CENTRO;;65762000.0;MA;São José dos Basílios;2016;5;-7.718.340.100.000.000;-4.272.892.359.999.990;State of Piauí, Brazil
4455;8202;2389991;-12.733.796.709.634.000;-391.285.019.338.264;USF ARACA;ARACA;S/N;ZONA RURAL;;44380000.0;BA;Cruz das Almas;2016;5;-126.735.557;-391.016.848;Cruz das Almas, State of Bahia, 44380-000, Brazil
4458;8362;2719746;-905.109;-3.539.959;UBS MARIA DA PENHA AIRES DE OLIVEIRA;RUA ALTO DA FORCA;S/N;CENTRO;;57900000.0;AL;Porto Calvo;2016;5;-9.053.343;-353.985.178;Rua Alto Forca, s/n, Porto Calvo - AL, 57900-000, Brazil
4459;8330;2415038;-723.175.278.993.044;-394.083.902.977.886;POSTO DE SAUDE DE SANTA FE UNIDADE OBSTETRICA;DISTRITO DE SANTA FE;S/N;CENTRO;(88)5233376;63136000.0;CE;Crato;2016;5;-7.163.043.099.999.990;-395.342.904;Santa Fe, Crato - CE, Brazil
4461;8224;2304619;-110.902.369.022.366;-4.314.155.101.776;CENTRO DE SAUDE DR FABRICIANO TEIXEIRA;RUA DAS FLORES;100;ALTO DA SANTA CRUZ;(74)6622262;47100000.0;BA;Barra;2016;5;-110.884.302;-431.355.374;R. das Flores, 100, Barra - BA, 47100-000, Brazil
4464;8210;2562715;-692.463.755.607.585;-395.714.449.882.496;CENTRO DE SAUDE PAULO SARASATEE;RUA ARACY FREITAS FRANCELINO;S/N;BOA VISTA;(88)35441258;63185000.0;CE;Farias Brito;2016;5;-69.255.343;-3.957.083.739.999.990;R. Aracy Freitas Francelino - Boa Vista, Farias Brito - CE, 63185-000, Brazil
4470;8384;2565668;-542.256.832.122.787;-394.481.921.195.972;UNIDADE BASICA DE SAUDE RAIMUNDO FELIX DE SOUSA;VILA DE PAUS BRANCO;S/N;ZONA RURAL;0;63800000.0;CE;Quixeramobim;2016;5;-54.227.196;-394.491.716;Quixeramobim - State of Ceará, 63800-000, Brazil
4471;8204;2638290;-810.581;-3.529.998;U S F BELA VISTA I;RUA UM;100;BELA VISTA;(81)35234050;55602120.0;PE;Vitória de Santo Antão;2016;5;-81.111.718;-352.809.791;R. Um, 100 - Conceição, Vitória de Santo Antão - PE, Brazil
4476;8104;2390442;-464.689.493.179.308;-443.350.052.833.544;UNIDADE BASICA DE SAUDE DA FAMILIA SANTA ROSA;BR 135;S/N;ZONA RURAL;(98) 36651134;65735000.0;MA;Capinzal do Norte;2016;5;-4.722.227;-443.332.975;BR-135, Brazil
4478;8160;2804964;-1.761.596;-3.986.539.000.000.000;PSF 02 SEDE;AV MINISTRO ADALICIO NOGUEIRA;S/N;TANCREDO NEVES;(73)297 1470;45900000.0;BA;Caravelas;2016;5;-177.412.489;-3.924.580.330.000.000;Av. Ministro Adalício Nogueira, 1551 - Tancredo Neves, Caravelas - BA, 45900-000, Brazil
4479;8106;2404702;-101.550.364.494.321;-45.186.488.628.386.000;PS SANTA MARTAPSF;LOC SANTA MARTA;S/N;SANTA MARTA;(89)35732976;64980000.0;PI;Corrente;2016;5;112.403.547;-742.110.227;Santa Marta, Magdalena, Colombia
4480;8154;2342359;-697.578.191.757.182;-358.157.730.102.529;UBSF II MARIA AUGUSTA LAUREANO;AV MONS RUI BARREIRA VIEIRA;52;LAGOA DO MATO;;58398000.0;PB;Remígio;2016;5;-69.029.685;-358.327.113;Av. Joaquim Cavalcante, 362, Remígio - PB, 58398-000, Brazil
4481;8240;2408147;-5.807.679.891.586.130;-352.422.308.921.804;USF MONTE LIBANO;RUA MATUZALEM;S/N;QUINTAS;32328440;59060070.0;RN;Natal;2016;5;-5.807.895.500.000.000;-352.417.812;R. Matusalém - Bom Pastor, Natal - RN, Brazil
4484;8265;4026926;-16.575.836.056.751.300;-395.532.377.750.796;ESFSB MONTE PASCOAL;PRACA DE MONTE PASCOAL;1;CENTRO;(73)6787086;45848000.0;BA;Itabela;2016;5;-167.199.438;-394.389.816;Monte Pascoal, Itabela - BA, 45848-000, Brazil
4489;8349;2421895;-11.022.118.774.904.000;-374.777.553.588.879;U S F DO POV SAO BENTO;POVOADO SAO BENTO;S/N;POVOADO;(79)07613030;49390000.0;SE;Salgado;2016;5;0.0;0.0;Não encontrado
4493;8290;2460319;-267.561.078.071.586;-43.871.068.954.466.400;UBS DE SALGADO;AVENIDA PRINCIPAL;S/N;SALGADO;;65170000.0;MA;Icatu;2016;5;-26.778.291;-438.736.214;Salgado, Icatu - MA, 65170-000, Brazil
4495;8397;2526972;-3.120.707.025;-401.516.436.427.496;CENTRO DE SAUDE DA FAMILIA MARIA ZENAIDE OSTERNO;TRIANGULO;15;TRIANGULO;(88)36644123;62560000.0;CE;Marco;2016;5;-31.288.748;-401.585.979;Marco, CE, 62560-000, Brazil
4496;8207;3988112;-8.113;-35.015;USF PRAIA DO SOL;RUA A;S/N;BARRA DE JANGADA;81 3468-2674;54470290.0;PE;Jaboatão dos Guararapes;2016;5;-82.215.566;-349.357.164;R. A - Barra de Jangada, Jaboatão dos Guararapes - PE, 54470-580, Brazil
4500;8156;3850153;-128.892.803.192.135;-38.401.529.788.969.700;USF YOLANDA PIRES;RUA DIRETA DA FAZENDA GRANDE I;S/N;FAZENDA GRANDE I CAJ;(71) 3611-5369/5371;41340100.0;BA;Salvador;2016;5;-128.890.597;-384.023.719;Rua H, s/n - Fazenda Grande I, Salvador - BA, 41330-100, Brazil
4505;8357;2009099;-9.387.699.365.615.570;-3.798.636.674.880.870;UNIDADE BASICA DE SAUDE ANGELITA OLIVEIRA SOUZA;RUA NOSSA SENHORA DO ROSARIO;S/N;PEDRA VELHA;;57480000.0;AL;Delmiro Gouveia;2016;5;-93.771.732;-379.961.062;R. Floriano Peixoto, 445 - Centro, Delmiro Gouveia - AL, 57480-000, Brazil
4506;8299;5766583;-11.550.126.110.504.900;-411.590.965.077.636;USF PEDRA GRANDE;RUA JOAO MOREIRA;S/N;CENTRO;74 3653 1178;44850000.0;BA;Morro do Chapéu;2016;5;-115.436.821;-411.530.935;R. João Moreira, Morro do Chapéu - BA, 44850-000, Brazil
4509;8373;2523353;-121.739.309.742.328;-39.264.106.750.488.200;UNIDADE DE SAUDE DA FAMILIA LAGOA DA CAICARA;POV LAGOA DA CAICARA;S/N;LAGOA DA CAICARA;(75)36091204;44660000.0;BA;Serra Preta;2016;5;371.356.631;-8.451.722.799.999.990;8400 Lagoa, Portugal
4510;8337;5746779;-33.656.895.160.674.100;-4.243.565.797.805.660;UBSF FAVEIRA;RUA BERNARDO LIMA;S/N;FAVEIRA;98-3477-1230;65550000.0;MA;São Bernardo;2016;5;-33.720.992;-424.209.295;R. Bernardo Lima, São Bernardo - MA, 65550-000, Brazil
4513;8071;2368811;-440.227.746.963.488;-425.974.273.681.628;PS DE CUPINS;CUPINS;S/N;CUPINS;(83)32441165;64130000.0;PI;Miguel Alves;2016;5;-4.399.999.999.999.990;-42.6;Cupins, Miguel Alves - PI, 64130-000, Brazil
4514;8177;6414389;-10.666.749.914.865.600;-3.949.660.500.646.070;USF SITIO DAS FLORES;POVOADO SITIO DAS FLORES;S/N;ZONA RURAL;3274-1346;48840000.0;BA;Cansanção;2016;5;-106.770.579;-393.854.285;Sítio das Flores, Cansanção - BA, 48840-000, Brazil
4515;8193;6132278;-278.228.759.765.617;-423.094.010.353.076;UBSF DE COMUM;RODOVIA MA 034;S/N;COMUM;98-34791562;65580000.0;MA;Tutóia;2016;5;-27.838.048;-42.311.181;MA-034, 198, Tutóia - MA, 65580-000, Brazil
4517;8188;2713594;-78.914.300.000.000.000;-3.490.788;USF DESTERRO I;RUA ROSA PEREIRA DA CRUZ;S/N;ALTO SAO MIGUEL;(81)35424798;53550150.0;PE;Abreu e Lima;2016;5;-78.921.265;-349.091.298;R. Rosa Pereira da Cruz - Desterro, Abreu e Lima - PE, 53565-560, Brazil
4520;8385;2608596;-73.793.363.571.164.900;-35.626.151.561.736;UNID DE SAUDE DA FAMILIA PSF I;RUA MARIA LACERDA CAVALCANTE;2;CENTRO;83 33981220;58378000.0;PB;Itatuba;2016;5;-7.379.338.000.000.000;-356.263.539;R. Maria Lacerda Cavalcante, 2, Itatuba - PB, 58378-000, Brazil
4521;8208;3775429;-5.505.456.265.773.820;-35.262.074.868.072;UBS SELMA PEREIRA DE ARAUJO;DISTRITO DE DOM MARCOLINO;S/N;DOM MARCOLINO;;59580000.0;RN;Maxaranguape;2016;5;-54.622.382;-353.959.879;Dom Marcolino, Maxaranguape - RN, Brazil
4527;8324;2372037;-387.696.445.102.036;-386.244.186.465.865;UBS MARIA DAS GRACAS MAXIMIANO;OSVALDO RIZATO;S/N;JARDIM BANDEIRANTE;(85)3392-8586;61934210.0;CE;Maracanaú;2016;5;-38.557.655;-385.786.526;R. Osvaldo Risato, Maracanaú - CE, Brazil
4528;8292;2399229;-7.107.574.939.727.580;-348.609.924.316.396;CENTRO DE SAUDE DE MANDACARU;RUA MASCARENHAS DE MORAIS;S/N;MANDACARU;(83) 32244-3023;58027000.0;PB;João Pessoa;2016;5;-71.071.044;-348.601.807;Av. Mascarenhas de Morais, João Pessoa - PB, Brazil
4532;8121;2387255;-9.519.653.320.312.220;-430.078.053.474.414;POSTO DE SAUDE DE CAMPO ALEGRE DE LOURDES;R TANCREDO NEVES;S/N;CENTRO;74-35332722;47220000.0;BA;Campo Alegre de Lourdes;2016;5;-95.185.971;-430.121.687;Campo Alegre de Lourdes, BA, 47220-000, Brazil
4536;8053;7292341;-519.442.717.974.169;-40.667.521.655.559.500;UBS DE MARATOAN;RUA GUSTAVO BARROSO;2090;MARATOAN;88-36923355;63700000.0;CE;Crateús;2016;5;-5.194.486.599.999.990;-40.667.564;R. Gustavo Barroso, 2090 - Maratoan, Crateús - CE, 63700-000, Brazil
4537;8277;3979520;-136.038.802.791.088;-391.039.530.105.591;UNIDADE DE SAUDE DA FAMILIA DE SAO BENEDITO II;POVOADO DE SAO BENEDITO;S/N;CENTRO;;45440000.0;BA;Nilo Peçanha;2016;5;-129.551.087;-392.453.435;São Benedito, Santo Antônio de Jesus - BA, Brazil
4538;8248;3905772;-12.028.406.888.033.300;-38.867.161.807.705.200;USF JOSE RONALDO DE CARVALHO;POVOADO RODEADOR;S/N;ZONA RURAL;;44260000.0;BA;Santanópolis;2016;5;-120.527.648;-388.447.189;Rodeador, Santanópolis - BA, 44260-000, Brazil
4539;8394;2307693;-448.558.688.163.744;-449.531.793.594.347;UNIDADE BASICA DE SAUDE JULIA ARRUDA CENTRO DO AGUIAR;POVOADO CENTRO DO AGUAR;10;POVOADO CENTRO DO AG;(98)6341101;65710000.0;MA;Lago do Junco;2016;5;-44.984.378;-448.990.101;Lago do Junco, MA, 65712-000, Brazil
4542;8287;2450518;-284.577.012.062.064;-448.114.514.350.878;U B S DE ITABIQUARI PSF;POVOADO DE AGUA LIMPA;S/N;ZONA RURAL;;65220000.0;MA;São Vicente Ferrer;2016;5;-28.952.626;-448.805.522;São Vicente Ferrer - State of Maranhão, 65220-000, Brazil
4549;8221;2604876;-73.020.029.067.991;-381.504.106.521.595;UBSF II DR FRANCISCO N LIMA;RUA SANTO ANTONIO;3;CENTRO;(83)4512682;58780000.0;PB;Itaporanga;2016;5;-73.045.576;-381.500.173;Itaporanga - State of Paraíba, Brazil
4551;8182;2714140;-78.970.600.000.000.000;-3.489.966;USF MATINHA;VILA DA COHAB;S/N;MATINHA;3542-4467;53580300.0;PE;Abreu e Lima;2016;5;-78.924.566;-348.996.565;Matinha, Abreu e Lima - PE, Brazil
4554;8022;2458632;-262.618.303.298.943;-44.146.327.972.410.700;UNIDADE BASICA DE SAUDE DO JUSSATUBA;ESTRADA DO JUSSATUBA;S/N;JUSSATUBA;;65110000.0;MA;São José de Ribamar;2016;5;-25.553.625;-440.502.056;Av. Beira Mar, 3 - Quadra 2 - Caúra, São José de Ribamar - MA, 65110-000, Brazil
4558;8393;2367432;-374.225.509.621.994;-423.090.633.949.589;UNIDADE BASICA DE SAUDE FRANCISCO ALVES CAVALCANTE;VILA SAO PEDRO;S/N;ZONA RURAL;(86)3821188;64178000.0;PI;Morro do Chapéu do Piauí;2016;5;-37.394.733;-423.108.387;Morro do Chapéu, Morro do Chapéu do Piauí - State of Piauí, 64178-000, Brazil
4559;8150;2638282;-8.130.989.999.999.990;-3.529.409.000.000.000;U S F JARDIM IPIRANGA;RUA CONEGO AMERICO PITA;100;JARDIM IPIRANGA;(81)35239247;55614580.0;PE;Vitória de Santo Antão;2016;5;-8.128.978;-352.969.328;R. Cônego Américo Pita, 100 - Lídia Queiroz, Vitória de Santo Antão - PE, 55614-610, Brazil
4565;8042;2368749;-425.947.666.168.201;-4.281.378.507.614.010;PSF REMANSO;REMANSO;S/N;ZONA RURAL;(86)32441165;64130000.0;PI;Miguel Alves;2016;5;-41.689.558;-428.966.821;Miguel Alves, PI, 64130-000, Brazil
4569;8034;2604469;-702.332.139.015.177;-372.819.542.884.816;UNIDADE DE SAUDE DA FAMILIA JOSE MAURICIO CAJUAZ;RUA PEDRO II;S/N;BELO HORIZONTE;(83) 3421-6138;58704038.0;PB;Patos;2016;5;-70.238.954;-37.280.588;R. Dom Pedro II - Belo Horizonte, Patos - PB, Brazil
4576;8026;2510456;-12.877.997.054.567;-38.757.943.950.869.000;USF DA CONCEICAO;RUA DA PRACA;20;CENTRO;75 36596272;44450000.0;BA;Salinas da Margarida;2016;5;-128.729.793;-387.602.913;Tv. Lídio Pena, S/n - Centro, Salinas da Margarida - BA, 44450-000, Brazil
4577;8368;6557295;-724.397.610.386.384;-4.253.853.198.700.520;PS DE MELANCIAS PSF;LOCALIDADE MELANCIAS;S/N;ZONA RURAL;(89)3558-1232;64550000.0;PI;São Francisco do Piauí;2016;5;-72.467.027;-425.413.902;São Francisco do Piauí, PI, 64550-000, Brazil
4581;8285;2798514;-713.580.250.740.031;-349.172.329.902.639;USF ALTO DO MATEUS I;RUA JOAO MARINHO DA SILVA;S/N;ALTO DO MATEUS;(83) 3218-9243;58090460.0;PB;João Pessoa;2016;5;-71.363.788;-349.131.887;R. João Marinho da Silva - Alto do Mateus, João Pessoa - PB, 58090-460, Brazil
4584;8132;2345412;-759.978.175.163.247;-401.090.240.478.504;USF 04 ROMAO RODRIGUES DE OLIVEIRA;VILA CACIMBA NOVA;1;VILA CACIMBA NOVA;(81)38781142;56220000.0;PE;Bodocó;2016;5;-7.598.569.100.000.000;-401.095.657;Bodocó - State of Pernambuco, 56220-000, Brazil
4585;8307;2346206;-8.020.521.767.497.590;-349.957.213.563.856;USF SANTA MONICA;RUA SENADOR POMPEU;20;SANTA MONICA;(81)34589157;54783200.0;PE;Camaragibe;2016;5;-80.284.439;-350.019.076;Rua Senador Pompeu, 20 - Santa Monica, Camaragibe - PE, 54767-825, Brazil
4586;8158;2305038;-11.449.645.864.775.900;-414.371.632.791.237;USF UNIDADE DE SAUDE DA FAMILIA DE IPANEMA;RUA DA CAIXA DAGUA;S/N;CENTRO;;44910000.0;BA;América Dourada;2016;5;-114.439.112;-414.305.323;Rua Adalberto Gonçalves Cruz 153, América Dourada - BA, 44910-000, Brazil
4587;8124;2461374;-51.748.701;-47.783.686.100.000.000;CENTRO DE SAUDE CIDELANDIA;RUA MONTE SIAO;S/N;CENTRO;;65921000.0;MA;Cidelândia;2016;5;-224.337.585;-465.750.632;Monte Sião, State of Minas Gerais, 37580-000, Brazil
4591;8218;4030;-12.970.999.999.999.900;-38.510.999.999.999.900;UBS RODRIGO ARGOLO;RUA PERNAMBUCO;S/N;TANCREDO NEVES;(71)3202-1271;41205140.0;BA;Salvador;2016;5;-129.458.171;-384.463.619;Rua Pernambuco, S/N - Tancredo Neves, Salvador - BA, 41830-390, Brazil
4593;8314;2423618;-105.400.847.468.846;-37.541.876.248.680.200;CENTRO DE SAUDE 1;RUA JOSE ROSENDO DOS SANTOS;171;CENTRO;(79)34471341/1638;49514000.0;SE;Frei Paulo;2016;5;-105.473.179;-375.329.915;R. José Rosendo dos Santos, 171, Frei Paulo - SE, 49514-000, Brazil
4594;8157;2482320;-377.636.790.275.563;-385.607.242.584.217;UAPS PARANGABA;RUA BETEL;1895;DENDE;(85)32927624;60714612.0;CE;Fortaleza;2016;5;-37.951.808;-385.545.214;R. Betel, 1895 - Itaperi, Fortaleza - CE, Brazil
